노선,기종점,월,정류장순번,정류장,이용자유형,합계,05,06,07,08,09,10,11,12,13,14,15,16,17,18,19,20,21,22,23,00,04,01,02,03
1601,인하대후문 - 인하대정문,202312.0,0.0,인하대후문,경로,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,19.0,약대사거리,국가유공자,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,10.0,태화두진아파트,국가유공자,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,12.0,정병원,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,7.0,인천시청후문,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,8.0,구월2동행정복지센터,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,15.0,부천시청역3번출구.경기예고.현대백화점,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,18.0,신중동역6번출구.중흥중학교,국가유공자,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,34.0,서울역,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,5.0,석바위,국가유공자,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,18.0,신중동역6번출구.중흥중학교,국가유공자,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,3.0,용일사거리,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,0.0,인하대후문,어린이,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,0.0,인하대후문,어린이,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,0.0,인하대후문,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,0.0,인하대후문,어린이,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,1.0,정석항공과학고,어린이,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,0.0,인하대후문,어린이,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,0.0,인하대후문,어린이,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,0.0,인하대후문,어린이,3,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,0.0,인하대후문,어린이,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,18.0,신중동역6번출구.중흥중학교,어린이,4,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,8.0,구월2동행정복지센터,어린이,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,17.0,계룡리슈빌,일반인,1545,57,195,78,92,86,125,49,116,106,94,60,76,77,56,72,47,43,36,68,12.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,16.0,부천시청역1번출구,일반인,706,79,100,29,36,37,67,21,52,26,32,22,39,34,20,29,17,10,29,25,2.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,19.0,약대사거리,일반인,1044,73,83,85,81,62,82,41,74,68,50,27,46,96,52,38,34,8,23,17,4.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,16.0,부천시청역1번출구,일반인,749,54,133,13,55,41,73,9,52,51,42,24,21,63,25,22,15,7,24,19,6.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,16.0,부천시청역1번출구,일반인,705,57,127,10,35,48,70,6,44,44,52,25,7,39,25,29,26,9,14,31,7.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,17.0,계룡리슈빌,일반인,1387,42,99,24,51,114,131,23,85,132,113,65,39,98,85,46,79,17,50,81,13.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,17.0,계룡리슈빌,일반인,1298,52,100,14,58,110,141,24,97,94,112,75,23,66,72,42,57,13,51,82,15.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,17.0,계룡리슈빌,일반인,1320,37,141,41,68,116,86,24,107,118,79,49,56,57,57,71,80,23,46,55,9.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,16.0,부천시청역1번출구,일반인,651,51,126,43,36,35,24,16,37,34,18,55,39,9,26,26,11,7,30,20,8.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,17.0,계룡리슈빌,일반인,968,60,90,31,57,125,44,33,53,60,67,43,69,26,31,62,27,22,17,38,13.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,19.0,약대사거리,일반인,517,57,51,28,64,35,15,17,24,19,18,13,21,18,38,31,19,25,12,3,9.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,17.0,계룡리슈빌,일반인,683,64,54,12,39,112,0,44,67,0,41,7,63,6,6,22,59,39,13,25,10.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,4.0,주안사거리,장애인,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,16.0,부천시청역1번출구,장애인,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,1.0,정석항공과학고,장애인,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,15.0,부천시청역3번출구.경기예고.현대백화점,장애인,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,0.0,인하대후문,장애인,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,1.0,정석항공과학고,장애인,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,0.0,인하대후문,장애인,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,4.0,주안사거리,장애인,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,0.0,인하대후문,장애인,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,0.0,인하대후문,장애인,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,15.0,부천시청역3번출구.경기예고.현대백화점,장애인,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,12.0,정병원,장애인,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202301.0,0.0,인하대후문,청소년,10,0,0,0,1,0,0,0,2,0,0,1,2,0,1,0,0,1,0,0,0.0,2.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202302.0,0.0,인하대후문,청소년,15,0,0,0,0,0,1,0,1,4,0,0,3,4,2,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202303.0,0.0,인하대후문,청소년,57,1,0,0,0,2,0,0,2,2,5,7,11,4,2,2,2,6,3,5,0.0,3.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202304.0,15.0,부천시청역3번출구.경기예고.현대백화점,청소년,16,2,1,0,0,1,1,0,2,1,1,1,1,2,0,0,1,1,1,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202305.0,17.0,계룡리슈빌,청소년,42,5,3,0,1,1,4,2,5,7,0,4,0,1,0,5,0,1,0,3,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202306.0,0.0,인하대후문,청소년,32,0,0,0,0,4,0,0,1,1,2,1,6,2,3,0,0,2,1,6,0.0,3.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202307.0,11.0,힘찬병원,청소년,16,1,0,0,0,8,0,0,0,0,1,0,2,0,1,0,2,0,1,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202308.0,14.0,상동역1번출구.부천터미널소풍.홈플러스,청소년,7,2,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
1601,인하대후문 - 인하대정문,202309.0,11.0,힘찬병원,청소년,10,1,0,0,5,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202310.0,0.0,인하대후문,청소년,15,0,0,0,0,0,0,0,1,0,0,2,2,1,3,4,0,0,1,0,0.0,1.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202311.0,13.0,인천미래생활고등학교,청소년,3,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0.0,
1601,인하대후문 - 인하대정문,202312.0,0.0,인하대후문,청소년,7,0,0,0,0,0,0,0,0,3,0,0,0,0,1,2,0,0,0,1,0.0,0.0,0.0,0.0,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,47.0,남동중학교,경로,32,22,0,0,2,0,2,1,1,2,0,1,0,1,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,47.0,남동중학교,경로,37,23,0,0,1,2,2,1,5,0,2,0,1,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,47.0,남동중학교,경로,41,25,2,0,2,1,1,1,1,1,0,0,2,4,0,1,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,47.0,남동중학교,경로,53,22,5,1,4,3,3,3,0,9,0,0,0,1,0,1,0,1,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,47.0,남동중학교,경로,50,23,8,1,4,2,2,2,2,1,1,0,1,0,0,2,1,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,47.0,남동중학교,경로,37,23,2,2,5,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,47.0,남동중학교,경로,31,25,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,82.0,한라아파트,경로,73,25,0,1,4,2,5,8,6,3,2,2,8,4,0,3,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,82.0,한라아파트,경로,99,23,0,2,1,7,7,4,15,6,8,1,6,3,4,9,3,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,82.0,한라아파트,경로,109,35,0,0,2,2,6,8,10,7,8,6,7,5,6,7,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,81.0,한라아파트,경로,27,12,0,0,1,1,1,1,3,1,1,1,1,1,1,2,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,81.0,한라아파트,경로,65,38,0,0,1,1,7,2,5,2,3,0,5,1,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,144.0,금호아파트,국가유공자,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,2.0,라이프아파트,국가유공자,4,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,2.0,라이프아파트,국가유공자,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,136.0,인하대역(1번출구),국가유공자,17,1,1,3,1,0,0,1,2,3,1,1,0,2,1,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,9.0,금호2차아파트,국가유공자,3,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,140.0,신창아파트,국가유공자,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,2.0,라이프아파트,국가유공자,11,0,0,0,0,0,0,0,0,2,1,2,1,5,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,9.0,금호2차아파트,국가유공자,7,1,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,98.0,도림주공1단지,국가유공자,5,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,9.0,금호2차아파트,국가유공자,5,1,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,13.0,신창아파트,국가유공자,11,1,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,103.0,남동중학교,국가유공자,11,1,0,0,1,0,1,2,1,3,2,0,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,2.0,라이프아파트,어린이,7,0,0,0,0,0,1,3,2,1,0,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,2.0,라이프아파트,어린이,10,0,0,0,0,0,0,3,1,1,1,1,2,1,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,0.0,항동7가버스차고지,어린이,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,131.0,학산소극장,어린이,6,1,0,0,1,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,131.0,학산소극장,어린이,15,3,3,2,0,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,2.0,라이프아파트,어린이,15,0,0,0,0,0,3,0,0,2,0,3,1,6,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,1.0,SKLPG충전사업소,어린이,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,2.0,라이프아파트,어린이,14,0,0,0,0,0,10,0,0,1,2,0,0,0,1,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,0.0,항동7가버스차고지,어린이,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,2.0,라이프아파트,어린이,21,0,0,0,1,0,4,1,0,0,1,4,0,6,4,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,0.0,항동7가버스차고지,어린이,3,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,1.0,SKLPG충전사업소,어린이,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,136.0,인하대역(1번출구),일반인,4364,178,244,306,278,96,119,134,168,117,198,213,223,263,460,380,230,321,269,167,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,136.0,인하대역(1번출구),일반인,4122,154,236,277,316,89,107,154,161,174,172,200,225,284,298,326,244,283,261,161,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,136.0,인하대역(1번출구),일반인,4984,178,276,351,353,95,99,155,176,187,206,279,274,368,484,386,293,343,309,172,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,136.0,인하대역(1번출구),일반인,4793,170,226,275,365,96,98,139,174,169,187,253,339,341,524,339,302,376,273,147,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,136.0,인하대역(1번출구),일반인,4610,130,245,327,328,119,119,148,146,154,152,267,297,342,417,323,257,316,304,219,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,136.0,인하대역(1번출구),일반인,4770,140,263,268,301,104,118,162,186,201,198,280,351,290,464,353,248,353,317,173,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,136.0,인하대역(1번출구),일반인,4745,144,283,277,294,138,127,135,183,145,225,269,319,317,367,339,345,313,349,176,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,136.0,인하대역(1번출구),일반인,4598,118,215,301,336,127,113,127,165,178,184,258,250,308,465,392,326,264,294,177,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,136.0,인하대역(1번출구),일반인,4591,114,203,259,320,120,121,164,166,150,180,213,334,340,435,363,264,318,330,197,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,136.0,인하대역(1번출구),일반인,4705,113,193,322,315,133,118,167,204,181,183,243,396,381,413,338,267,307,247,184,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,136.0,인하대역(1번출구),일반인,2527,72,130,145,193,71,60,93,102,93,104,144,147,182,237,210,134,146,186,78,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,136.0,인하대역(1번출구),일반인,4757,131,184,326,363,155,113,144,204,185,227,253,316,284,365,418,327,289,269,204,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,79.0,월곶동주민센터.월곶포구,장애인,8,2,0,0,0,0,0,1,0,1,1,0,2,0,0,0,0,0,1,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,25.0,주안7동행정복지센터,장애인,22,1,1,3,1,0,0,0,3,1,2,0,3,1,4,2,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,33.0,순복음교회,장애인,3,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,79.0,월곶동주민센터.월곶포구,장애인,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,9.0,금호2차아파트,장애인,9,5,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,116.0,구월도매전통시장,장애인,11,3,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,25.0,주안7동행정복지센터,장애인,10,2,0,0,0,0,0,0,1,0,2,1,1,2,0,1,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,25.0,주안7동행정복지센터,장애인,22,11,0,1,0,0,1,0,0,0,3,0,0,0,0,1,3,0,1,1,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,25.0,주안7동행정복지센터,장애인,15,7,0,0,1,0,0,0,2,2,0,0,2,0,0,0,0,1,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,25.0,주안7동행정복지센터,장애인,18,9,0,0,0,0,0,1,1,2,2,0,1,1,1,0,0,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,25.0,주안7동행정복지센터,장애인,26,6,0,0,6,0,0,1,0,1,0,1,1,1,3,2,2,1,1,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,25.0,주안7동행정복지센터,장애인,26,11,0,0,3,0,0,1,2,1,1,1,0,0,1,4,0,1,0,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202301.0,34.0,롯데백화점(인천터미널),청소년,501,4,2,2,2,1,4,8,9,24,33,46,40,77,68,45,41,40,38,17,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202302.0,117.0,롯데백화점(인천터미널),청소년,580,2,18,8,8,15,5,16,31,34,32,48,62,74,45,46,42,39,32,23,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202303.0,8.0,신선초등학교앞,청소년,161,3,4,4,5,0,1,0,4,28,9,50,10,15,18,2,2,5,1,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202304.0,20.0,정석항공과학고,청소년,1037,3,2,15,13,4,6,34,28,31,56,206,174,139,116,88,62,36,24,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202305.0,20.0,정석항공과학고,청소년,1182,5,0,12,10,2,6,11,60,76,61,195,191,154,105,85,67,69,73,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202306.0,84.0,논현14단지등대마을휴먼시아아파트,청소년,192,3,10,3,26,4,6,3,6,6,9,39,32,20,14,5,2,3,1,0,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202307.0,41.0,미추홀도서관.인천신월초등학교,청소년,77,3,6,4,19,1,5,0,1,3,5,2,4,11,2,1,5,4,1,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202308.0,45.0,남동초등학교,청소년,47,2,0,4,0,1,4,7,4,2,2,1,1,1,5,5,1,4,1,2,0.0,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202309.0,84.0,논현14단지등대마을휴먼시아아파트,청소년,283,2,1,9,65,1,10,5,13,9,5,52,47,25,15,11,8,2,3,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202310.0,16.0,인하대역(7번출구),청소년,518,2,0,5,71,2,10,12,22,26,21,39,82,63,38,21,50,37,17,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202311.0,8.0,신선초등학교앞,청소년,144,1,4,7,4,1,3,6,6,18,14,46,15,6,11,0,2,0,0,0,,,,,
27,항동7가버스차고지 - 항동7가버스차고지,202312.0,111.0,작은구월사거리,청소년,43,4,0,11,17,2,1,1,0,0,1,0,0,2,1,0,1,1,1,0,0.0,,,,
46,신흥교통입구 - 신흥교통입구,202301.0,17.0,두산위브아파트,경로,76,24,2,0,4,2,3,7,2,5,7,4,6,6,2,2,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202302.0,134.0,부평시장,경로,107,33,0,0,1,3,2,3,7,8,14,11,10,7,4,1,0,1,2,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202303.0,7.0,금호2차아파트,경로,85,25,1,1,2,3,8,6,12,6,2,11,5,1,0,1,1,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202304.0,7.0,금호2차아파트,경로,71,25,1,1,0,5,7,8,6,5,4,4,1,3,0,0,1,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202305.0,7.0,금호2차아파트,경로,78,25,0,0,3,3,9,7,9,6,4,5,2,3,0,1,1,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202306.0,17.0,두산위브아파트,경로,72,22,1,2,1,3,8,10,1,2,4,4,6,3,1,3,1,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202307.0,7.0,금호2차아파트,경로,72,23,0,0,4,3,2,8,7,1,6,8,0,2,3,2,0,1,0,0,,2.0,,,
46,신흥교통입구 - 신흥교통입구,202308.0,40.0,인수초등학교,경로,52,27,0,0,1,2,2,2,2,2,3,1,1,1,0,3,3,1,1,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202309.0,40.0,인수초등학교,경로,58,26,0,1,1,4,3,3,3,1,3,3,1,2,0,3,3,1,0,0,0.0,0.0,,,
46,신흥교통입구 - 신흥교통입구,202310.0,7.0,금호2차아파트,경로,65,25,0,0,2,4,2,7,5,4,6,3,5,0,2,0,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202311.0,7.0,금호2차아파트,경로,75,26,1,0,0,2,8,4,5,10,4,8,2,1,2,2,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202312.0,7.0,금호2차아파트,경로,67,27,0,0,0,3,5,6,1,7,7,3,4,1,0,3,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202301.0,4.0,항운아파트,국가유공자,16,14,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202302.0,4.0,항운아파트,국가유공자,14,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202303.0,4.0,항운아파트,국가유공자,14,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202304.0,4.0,항운아파트,국가유공자,13,11,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,,0.0,,,
46,신흥교통입구 - 신흥교통입구,202305.0,4.0,항운아파트,국가유공자,11,6,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,,0.0,,,
